origin_id,country_code,country_de,country_fr,country_en,region_canonical,region_de,region_fr,region_en,appellation_canonical,record_level,appellation_type,legal_scheme,legal_status,source_authority,source_url,legal_basis_url,validated_on,auction_lots_observed,notes_de,notes_fr,notes_en
IT-ORI-VIGNETI-DELLE-DOLOMITI,IT,Italien,Italie,Italy,Trentino-Alto Adige,Trentino-Südtirol,Trentin-Haut-Adige,Trentino-Alto Adige,Vigneti delle Dolomiti,appellation,IGT / EU PGI,EU PDO/PGI,protected_current,"European Commission, eAmbrosia GI Register",https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,https://eur-lex.europa.eu/eli/reg/2024/1143/oj,2026-09-07,82,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
IT-ORI-MONTEFALCO,IT,Italien,Italie,Italy,Umbria,Umbrien,Ombrie,Umbria,Montefalco,appellation,DOC / EU PDO,EU PDO/PGI,protected_current,"European Commission, eAmbrosia GI Register",https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,https://eur-lex.europa.eu/eli/reg/2024/1143/oj,2026-09-07,68,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
IT-ORI-MONTEFALCO-SAGRANTINO,IT,Italien,Italie,Italy,Umbria,Umbrien,Ombrie,Umbria,Montefalco Sagrantino,appellation,DOCG / EU PDO,EU PDO/PGI,protected_current,"European Commission, eAmbrosia GI Register",https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,https://eur-lex.europa.eu/eli/reg/2024/1143/oj,2026-09-07,52,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
IT-ORI-UMBRIA,IT,Italien,Italie,Italy,Umbria,Umbrien,Ombrie,Umbria,Umbria,appellation,IGT / EU PGI,EU PDO/PGI,protected_current,"European Commission, eAmbrosia GI Register",https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,https://eur-lex.europa.eu/eli/reg/2024/1143/oj,2026-09-07,188,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
IT-ORI-AMARONE-DELLA-VALPOLICELLA,IT,Italien,Italie,Italy,Veneto,Venetien,Vénétie,Veneto,Amarone della Valpolicella,appellation,DOCG / EU PDO,EU PDO/PGI,protected_current,"European Commission, eAmbrosia GI Register",https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,https://eur-lex.europa.eu/eli/reg/2024/1143/oj,2026-09-07,653,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
IT-ORI-CONEGLIANO-VALDOBBIADENE-PROSECCO,IT,Italien,Italie,Italy,Veneto,Venetien,Vénétie,Veneto,Conegliano Valdobbiadene - Prosecco,appellation,DOCG / EU PDO,EU PDO/PGI,protected_current,"European Commission, eAmbrosia GI Register",https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,https://eur-lex.europa.eu/eli/reg/2024/1143/oj,2026-09-07,18,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
IT-ORI-DELLE-VENEZIE,IT,Italien,Italie,Italy,Veneto,Venetien,Vénétie,Veneto,Delle Venezie,appellation,IGT / EU PGI,EU PDO/PGI,protected_current,"European Commission, eAmbrosia GI Register",https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,https://eur-lex.europa.eu/eli/reg/2024/1143/oj,2026-09-07,110,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
IT-ORI-PROSECCO,IT,Italien,Italie,Italy,Veneto,Venetien,Vénétie,Veneto,Prosecco,appellation,DOC / EU PDO,EU PDO/PGI,protected_current,"European Commission, eAmbrosia GI Register",https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,https://eur-lex.europa.eu/eli/reg/2024/1143/oj,2026-09-07,193,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
IT-ORI-SOAVE,IT,Italien,Italie,Italy,Veneto,Venetien,Vénétie,Veneto,Soave,appellation,DOC / EU PDO,EU PDO/PGI,protected_current,"European Commission, eAmbrosia GI Register",https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,https://eur-lex.europa.eu/eli/reg/2024/1143/oj,2026-09-07,295,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
IT-ORI-VALPOLICELLA,IT,Italien,Italie,Italy,Veneto,Venetien,Vénétie,Veneto,Valpolicella,appellation,DOC / EU PDO,EU PDO/PGI,protected_current,"European Commission, eAmbrosia GI Register",https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,https://eur-lex.europa.eu/eli/reg/2024/1143/oj,2026-09-07,570,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
IT-ORI-VENETO,IT,Italien,Italie,Italy,Veneto,Venetien,Vénétie,Veneto,Veneto,appellation,IGT / EU PGI,EU PDO/PGI,protected_current,"European Commission, eAmbrosia GI Register",https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,https://eur-lex.europa.eu/eli/reg/2024/1143/oj,2026-09-07,856,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
LB-COUNTRY,LB,Libanon,Liban,Lebanon,,,,,,country,Country of origin,Country-level origin,country_reference,No official protected wine-GI register identified,,,2026-09-07,64,Länderangabe ohne verlässlich ableitbare Region oder Appellation.,Indication du pays sans région ni appellation pouvant être déduite de manière fiable.,Country indication without a region or appellation that can be derived reliably.
LB-REG-BEKAA-VALLEY,LB,Libanon,Liban,Lebanon,Bekaa Valley,Bekaa Valley,Bekaa Valley,Bekaa Valley,,region,Wine region (not asserted as protected appellation),No protected wine GI asserted,regional_reference_only,No official protected wine-GI register identified,,,2026-09-07,14,Als Weinregion für Hierarchie und Mapping geführt; nicht als geschützte Appellation behauptet.,Conservée comme région viticole pour la hiérarchie et le mapping; aucun statut d'appellation protégée n'est affirmé.,Retained as a wine-region reference for hierarchy and mapping; not asserted as a protected appellation.
NZ-COUNTRY,NZ,Neuseeland,Nouvelle-Zélande,New Zealand,,,,,,country,Country of origin,Country-level origin,country_reference,Intellectual Property Office of New Zealand (IPONZ),https://www.iponz.govt.nz/get-ip/geographical-indications/,https://www.legislation.govt.nz/act/public/2006/0060/latest/whole.html,2026-09-07,460,Länderangabe ohne verlässlich ableitbare Region oder Appellation.,Indication du pays sans région ni appellation pouvant être déduite de manière fiable.,Country indication without a region or appellation that can be derived reliably.
NZ-ORI-AUCKLAND,NZ,Neuseeland,Nouvelle-Zélande,New Zealand,Auckland,Auckland,Auckland,Auckland,Auckland,appellation,Registered wine GI,New Zealand GI,protected_current,Intellectual Property Office of New Zealand (IPONZ),https://www.iponz.govt.nz/get-ip/geographical-indications/,https://www.legislation.govt.nz/act/public/2006/0060/latest/whole.html,2026-09-07,487,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
NZ-ORI-WAIHEKE-ISLAND,NZ,Neuseeland,Nouvelle-Zélande,New Zealand,Auckland,Auckland,Auckland,Auckland,Waiheke Island,appellation,Registered wine GI,New Zealand GI,protected_current,Intellectual Property Office of New Zealand (IPONZ),https://www.iponz.govt.nz/get-ip/geographical-indications/,https://www.legislation.govt.nz/act/public/2006/0060/latest/whole.html,2026-09-07,481,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
NZ-ORI-CANTERBURY,NZ,Neuseeland,Nouvelle-Zélande,New Zealand,Canterbury,Canterbury,Canterbury,Canterbury,Canterbury,appellation,Registered wine GI,New Zealand GI,protected_current,Intellectual Property Office of New Zealand (IPONZ),https://www.iponz.govt.nz/get-ip/geographical-indications/,https://www.legislation.govt.nz/act/public/2006/0060/latest/whole.html,2026-09-07,583,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
NZ-ORI-WAIPARA-VALLEY,NZ,Neuseeland,Nouvelle-Zélande,New Zealand,Canterbury,Canterbury,Canterbury,Canterbury,Waipara Valley,appellation,Registered wine GI,New Zealand GI,protected_current,Intellectual Property Office of New Zealand (IPONZ),https://www.iponz.govt.nz/get-ip/geographical-indications/,https://www.legislation.govt.nz/act/public/2006/0060/latest/whole.html,2026-09-07,2,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
NZ-ORI-BANNOCKBURN,NZ,Neuseeland,Nouvelle-Zélande,New Zealand,Central Otago,Central Otago,Central Otago,Central Otago,Bannockburn,appellation,Registered wine GI,New Zealand GI,protected_current,Intellectual Property Office of New Zealand (IPONZ),https://www.iponz.govt.nz/get-ip/geographical-indications/,https://www.legislation.govt.nz/act/public/2006/0060/latest/whole.html,2026-09-07,182,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
NZ-ORI-CENTRAL-OTAGO,NZ,Neuseeland,Nouvelle-Zélande,New Zealand,Central Otago,Central Otago,Central Otago,Central Otago,Central Otago,appellation,Registered wine GI,New Zealand GI,protected_current,Intellectual Property Office of New Zealand (IPONZ),https://www.iponz.govt.nz/get-ip/geographical-indications/,https://www.legislation.govt.nz/act/public/2006/0060/latest/whole.html,2026-09-07,7762,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
NZ-ORI-GISBORNE,NZ,Neuseeland,Nouvelle-Zélande,New Zealand,Gisborne,Gisborne,Gisborne,Gisborne,Gisborne,appellation,Registered wine GI,New Zealand GI,protected_current,Intellectual Property Office of New Zealand (IPONZ),https://www.iponz.govt.nz/get-ip/geographical-indications/,https://www.legislation.govt.nz/act/public/2006/0060/latest/whole.html,2026-09-07,205,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
NZ-ORI-HAWKE-S-BAY,NZ,Neuseeland,Nouvelle-Zélande,New Zealand,Hawke's Bay,Hawke's Bay,Hawke's Bay,Hawke's Bay,Hawke's Bay,appellation,Registered wine GI,New Zealand GI,protected_current,Intellectual Property Office of New Zealand (IPONZ),https://www.iponz.govt.nz/get-ip/geographical-indications/,https://www.legislation.govt.nz/act/public/2006/0060/latest/whole.html,2026-09-07,4195,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
NZ-ORI-MARLBOROUGH,NZ,Neuseeland,Nouvelle-Zélande,New Zealand,Marlborough,Marlborough,Marlborough,Marlborough,Marlborough,appellation,Registered wine GI,New Zealand GI,protected_current,Intellectual Property Office of New Zealand (IPONZ),https://www.iponz.govt.nz/get-ip/geographical-indications/,https://www.legislation.govt.nz/act/public/2006/0060/latest/whole.html,2026-09-07,11226,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
NZ-ORI-NELSON,NZ,Neuseeland,Nouvelle-Zélande,New Zealand,Nelson,Nelson,Nelson,Nelson,Nelson,appellation,Registered wine GI,New Zealand GI,protected_current,Intellectual Property Office of New Zealand (IPONZ),https://www.iponz.govt.nz/get-ip/geographical-indications/,https://www.legislation.govt.nz/act/public/2006/0060/latest/whole.html,2026-09-07,561,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
NZ-ORI-NORTH-CANTERBURY,NZ,Neuseeland,Nouvelle-Zélande,New Zealand,North Canterbury,North Canterbury,North Canterbury,North Canterbury,North Canterbury,appellation,Registered wine GI,New Zealand GI,protected_current,Intellectual Property Office of New Zealand (IPONZ),https://www.iponz.govt.nz/get-ip/geographical-indications/,https://www.legislation.govt.nz/act/public/2006/0060/latest/whole.html,2026-09-07,869,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
NZ-REG-NORTH-OTAGO,NZ,Neuseeland,Nouvelle-Zélande,New Zealand,North Otago,North Otago,North Otago,North Otago,,region,Wine region (not asserted as protected appellation),New Zealand GI,regional_reference_only,Intellectual Property Office of New Zealand (IPONZ),https://www.iponz.govt.nz/get-ip/geographical-indications/,https://www.legislation.govt.nz/act/public/2006/0060/latest/whole.html,2026-09-07,63,Als Weinregion für Hierarchie und Mapping geführt; nicht als geschützte Appellation behauptet.,Conservée comme région viticole pour la hiérarchie et le mapping; aucun statut d'appellation protégée n'est affirmé.,Retained as a wine-region reference for hierarchy and mapping; not asserted as a protected appellation.
NZ-ORI-NORTHLAND,NZ,Neuseeland,Nouvelle-Zélande,New Zealand,Northland,Northland,Northland,Northland,Northland,appellation,Registered wine GI,New Zealand GI,protected_current,Intellectual Property Office of New Zealand (IPONZ),https://www.iponz.govt.nz/get-ip/geographical-indications/,https://www.legislation.govt.nz/act/public/2006/0060/latest/whole.html,2026-09-07,67,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
NZ-ORI-MARTINBOROUGH,NZ,Neuseeland,Nouvelle-Zélande,New Zealand,Wairarapa,Wairarapa,Wairarapa,Wairarapa,Martinborough,appellation,Registered wine GI,New Zealand GI,protected_current,Intellectual Property Office of New Zealand (IPONZ),https://www.iponz.govt.nz/get-ip/geographical-indications/,https://www.legislation.govt.nz/act/public/2006/0060/latest/whole.html,2026-09-07,6193,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
NZ-ORI-WAIRARAPA,NZ,Neuseeland,Nouvelle-Zélande,New Zealand,Wairarapa,Wairarapa,Wairarapa,Wairarapa,Wairarapa,appellation,Registered wine GI,New Zealand GI,protected_current,Intellectual Property Office of New Zealand (IPONZ),https://www.iponz.govt.nz/get-ip/geographical-indications/,https://www.legislation.govt.nz/act/public/2006/0060/latest/whole.html,2026-09-07,90,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
NZ-ORI-WAITAKI-VALLEY,NZ,Neuseeland,Nouvelle-Zélande,New Zealand,Waitaki Valley,Waitaki Valley,Waitaki Valley,Waitaki Valley,Waitaki Valley,appellation,Registered wine GI,New Zealand GI,protected_current,Intellectual Property Office of New Zealand (IPONZ),https://www.iponz.govt.nz/get-ip/geographical-indications/,https://www.legislation.govt.nz/act/public/2006/0060/latest/whole.html,2026-09-07,167,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
PT-COUNTRY,PT,Portugal,Portugal,Portugal,,,,,,country,Country of origin,Country-level origin,country_reference,"European Commission, eAmbrosia GI Register",https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,https://eur-lex.europa.eu/eli/reg/2024/1143/oj,2026-09-07,140,Länderangabe ohne verlässlich ableitbare Region oder Appellation.,Indication du pays sans région ni appellation pouvant être déduite de manière fiable.,Country indication without a region or appellation that can be derived reliably.
PT-ORI-ALENTEJO,PT,Portugal,Portugal,Portugal,Alentejo,Alentejo,Alentejo,Alentejo,Alentejo,appellation,DOP,EU PDO/PGI,protected_current,"European Commission, eAmbrosia GI Register",https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,https://eur-lex.europa.eu/eli/reg/2024/1143/oj,2026-09-07,43,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
PT-ORI-BAIRRADA,PT,Portugal,Portugal,Portugal,Bairrada,Bairrada,Bairrada,Bairrada,Bairrada,appellation,DOP,EU PDO/PGI,protected_current,"European Commission, eAmbrosia GI Register",https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,https://eur-lex.europa.eu/eli/reg/2024/1143/oj,2026-09-07,8,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
PT-ORI-COLARES,PT,Portugal,Portugal,Portugal,Colares,Colares,Colares,Colares,Colares,appellation,DOP,EU PDO/PGI,protected_current,"European Commission, eAmbrosia GI Register",https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,https://eur-lex.europa.eu/eli/reg/2024/1143/oj,2026-09-07,0,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
PT-ORI-DAO,PT,Portugal,Portugal,Portugal,Dão,Dão,Dão,Dão,Dão,appellation,DOP,EU PDO/PGI,protected_current,"European Commission, eAmbrosia GI Register",https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,https://eur-lex.europa.eu/eli/reg/2024/1143/oj,2026-09-07,27,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
PT-ORI-DOURO,PT,Portugal,Portugal,Portugal,Douro,Douro,Douro,Douro,Douro,appellation,DOP,EU PDO/PGI,protected_current,"European Commission, eAmbrosia GI Register",https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,https://eur-lex.europa.eu/eli/reg/2024/1143/oj,2026-09-07,1601,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
PT-ORI-LISBOA,PT,Portugal,Portugal,Portugal,Lisboa,Lisboa,Lisboa,Lisboa,Lisboa,appellation,IGP,EU PDO/PGI,protected_current,"European Commission, eAmbrosia GI Register",https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,https://eur-lex.europa.eu/eli/reg/2024/1143/oj,2026-09-07,3,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
PT-ORI-MADEIRA,PT,Portugal,Portugal,Portugal,Madeira,Madeira,Madeira,Madeira,Madeira,appellation,DOP,EU PDO/PGI,protected_current,"European Commission, eAmbrosia GI Register",https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,https://eur-lex.europa.eu/eli/reg/2024/1143/oj,2026-09-07,217,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
PT-ORI-PENINSULA-DE-SETUBAL,PT,Portugal,Portugal,Portugal,Península de Setúbal,Península de Setúbal,Península de Setúbal,Península de Setúbal,Península de Setúbal,appellation,IGP,EU PDO/PGI,protected_current,"European Commission, eAmbrosia GI Register",https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,https://eur-lex.europa.eu/eli/reg/2024/1143/oj,2026-09-07,0,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
PT-ORI-PORTO,PT,Portugal,Portugal,Portugal,Porto,Porto,Porto,Porto,Porto,appellation,DOP,EU PDO/PGI,protected_current,"European Commission, eAmbrosia GI Register",https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,https://eur-lex.europa.eu/eli/reg/2024/1143/oj,2026-09-07,3211,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
PT-ORI-TEJO,PT,Portugal,Portugal,Portugal,Tejo,Tejo,Tejo,Tejo,Tejo,appellation,IGP,EU PDO/PGI,protected_current,"European Commission, eAmbrosia GI Register",https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,https://eur-lex.europa.eu/eli/reg/2024/1143/oj,2026-09-07,0,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
PT-ORI-VINHO-VERDE,PT,Portugal,Portugal,Portugal,Vinho Verde,Vinho Verde,Vinho Verde,Vinho Verde,Vinho Verde,appellation,DOP,EU PDO/PGI,protected_current,"European Commission, eAmbrosia GI Register",https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,https://eur-lex.europa.eu/eli/reg/2024/1143/oj,2026-09-07,12,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
SI-COUNTRY,SI,Slowenien,Slovénie,Slovenia,,,,,,country,Country of origin,Country-level origin,country_reference,"European Commission, eAmbrosia GI Register",https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,https://eur-lex.europa.eu/eli/reg/2024/1143/oj,2026-09-07,32,Länderangabe ohne verlässlich ableitbare Region oder Appellation.,Indication du pays sans région ni appellation pouvant être déduite de manière fiable.,Country indication without a region or appellation that can be derived reliably.
SI-ORI-GORISKA-BRDA,SI,Slowenien,Slovénie,Slovenia,Goriška Brda,Goriška Brda,Goriška Brda,Goriška Brda,Goriška Brda,appellation,EU PDO,EU PDO/PGI,protected_current,"European Commission, eAmbrosia GI Register",https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,https://eur-lex.europa.eu/eli/reg/2024/1143/oj,2026-09-07,0,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
SI-ORI-VIPAVSKA-DOLINA,SI,Slowenien,Slovénie,Slovenia,Vipavska dolina,Vipavska dolina,Vipavska dolina,Vipavska dolina,Vipavska dolina,appellation,EU PDO,EU PDO/PGI,protected_current,"European Commission, eAmbrosia GI Register",https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,https://eur-lex.europa.eu/eli/reg/2024/1143/oj,2026-09-07,0,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
US-COUNTRY,US,Vereinigte Staaten,États-Unis,United States,,,,,,country,Country of origin,Country-level origin,country_reference,Alcohol and Tobacco Tax and Trade Bureau (TTB),https://www.ttb.gov/regulated-commodities/beverage-alcohol/wine/established-avas,https://www.ecfr.gov/current/title-27/chapter-I/subchapter-A/part-9,2026-09-07,96,Länderangabe ohne verlässlich ableitbare Region oder Appellation.,Indication du pays sans région ni appellation pouvant être déduite de manière fiable.,Country indication without a region or appellation that can be derived reliably.
US-REG-ALEXANDER-VALLEY,US,Vereinigte Staaten,États-Unis,United States,Alexander Valley,Alexander Valley,Alexander Valley,Alexander Valley,,region,Regional reference,AVA/appellation of origin,regional_reference_only,Alcohol and Tobacco Tax and Trade Bureau (TTB),https://www.ttb.gov/regulated-commodities/beverage-alcohol/wine/established-avas,https://www.ecfr.gov/current/title-27/chapter-I/subchapter-A/part-9,2026-09-07,103,Als Weinregion für Hierarchie und Mapping geführt; nicht als geschützte Appellation behauptet.,Conservée comme région viticole pour la hiérarchie et le mapping; aucun statut d'appellation protégée n'est affirmé.,Retained as a wine-region reference for hierarchy and mapping; not asserted as a protected appellation.
US-REG-ANDERSON-VALLEY,US,Vereinigte Staaten,États-Unis,United States,Anderson Valley,Anderson Valley,Anderson Valley,Anderson Valley,,region,Regional reference,AVA/appellation of origin,regional_reference_only,Alcohol and Tobacco Tax and Trade Bureau (TTB),https://www.ttb.gov/regulated-commodities/beverage-alcohol/wine/established-avas,https://www.ecfr.gov/current/title-27/chapter-I/subchapter-A/part-9,2026-09-07,79,Als Weinregion für Hierarchie und Mapping geführt; nicht als geschützte Appellation behauptet.,Conservée comme région viticole pour la hiérarchie et le mapping; aucun statut d'appellation protégée n'est affirmé.,Retained as a wine-region reference for hierarchy and mapping; not asserted as a protected appellation.
US-ORI-CALIFORNIA,US,Vereinigte Staaten,États-Unis,United States,California,Kalifornien,Californie,California,California,appellation,Political appellation of origin,AVA/appellation of origin,regulated_current,Alcohol and Tobacco Tax and Trade Bureau (TTB),https://www.ttb.gov/regulated-commodities/beverage-alcohol/wine/established-avas,https://www.ecfr.gov/current/title-27/chapter-I/subchapter-A/part-9,2026-09-07,366,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
